proper names,NEC+,Designation,HIP,Bayer ID,Simbad spelling,Constellation,Origin,Language,Reference,Date of Adoption,image,image_source,RA,DEC,mag
Algieba,"4,028",* gam Leo,50583,γ1 Leo,Algieba,Leo,"Applied in recent times from the pre-Islamic Arabian lunar mansion name al-jabha ""the Forehead,"" for ζ, γ, η, and α Leo, associated with the pre-Islamic Arabian asterism al-asad.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,154.9931273,19.84148867,1.98
Algorab,"4,761",HR 4757,60965,δ Crv,Algorab,Crv,"From an abbreviation of the name for the Arabic Almagest period janab al-ghurab, ""the Raven's Wing,"" for γ Crv. Transferred to δ Crv in Early Modern times (both γ and δ were on the Raven's wings in the Almagest).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,187.4660632,-16.51543126,2.94
Alhena,"2,432",HR 2421,31681,γ Gem,Alhena,Gem,"Applied in recent times from the pre-Islamic Arabian lunar mansion name al-bana, possibly meaning ""the Mark on the Neck of a Camel,"" for γ and ξ Gem, or alternatively for γ, ξ, η, μ, and v Gem.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,99.42796043,16.39928043,1.92
Almach,647,HR 603,9640,γ And,Almach,And,"The formation of this name begins with the Arabic name for this star: ʿanaq al-ard, ""the Caracal"" (a black-eared feline predator found in the Middle East). The Arabs also gave the name in short form as al-ʿanaq, which became transliterated into Medieval Latin as alamac. Later, the derivatin of alamac was erroneously attributed to the assumed Arabic word al-maq (properly al-muq) for ""the boot"" or ""buskin"", rather than to al-ʿanaq. Subsequently the erroneous word, as ""Almaak"" and later ""Almach"" was applied as a star name to γ And, mostly in astronomical works in English. Other, non-English works use the spelling ""Alamak"" derived directly from the Medieval Latin transliteration.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,30.97480121,42.32972842,2.1
Alnair,"8,414",HR 8425,109268,α Gru,Alnair,Gru,"Applied in recent times from an abbreviation of its late Arabic name al-nayyir min dhanab al-but, ""the Bright One from the Fish's Tail"" (where a l6th century Arabic astronomer had extended Ptolemy's Southern Fish [Piscis Austrinus] into what is today Grus). The form Al Na'ir was taken from a wrong transliteration (Al Na'ir) of the Arabic adjective al-nayyir, ""the Bright One.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,332.0582697,-46.96097438,1.71
Alnilam,"1,932",HR 1903,26311,ε Ori,Alnilam,Ori,"Applied in recent times from the pre-Islamic Arabian asterism name al-nizam, ""the String of Pearls,"" for δ, ε, and ζ Ori.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,84.05338894,-1.20191914,1.69
Alnitak,"1,977",* zet Ori,26727,ζ Ori,Alnitak,Ori,"Applied in recent times from an abbreviation of the pre-Islamic Arabian asterism name nitaq al-jauza, ""the Belt (or Girdle) of al-jauza,"" for δ, ε, and ζ Ori.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,85.18969443,-1.94257359,1.77
Alphard,"3,723",HR 3748,46390,α Hya,Alphard,Hya,"Applied in medieval times from its pre-Islamic Arabian name al-fard, ""the Solitary One,"" descriptive of this star's standing out among the surrounding dim stars. (See the same word in the plural, with ζ CMa.)",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,141.8968446,-8.65859953,1.97
Alphecca,"5,791",HR 5793,76267,α CrB,Alphecca,CrB,"Applied in medieval times from the pre-Islamic Arabian asterism name al-fakka, for Corona Borealis. The Arabic name, from the root f-k-k, ""to separate, break up, etc.,"" apparently refers to this asterism's shape: an incomplete circle.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,233.671952,26.714685,2.24
Aludra,"2,798",HR 2827,35904,η CMa,Aludra,CMa,"Applied in recent times from the alternative Arabic asterism name al-(udhra, ""the Virginity"", and (udhrat aljauza), ""the Virginity [?] of al-jauza)"", for ε, δ, η and ο2 CMa. The name (udhrat al-jauza), by tying it with the nearly Arabic asterism al-jauza) (today's Orion), may have been an attempt to apply significance to the enigmatic and perhaps older name al-(udhra.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,111.0237595,-29.30310551,2.45
Alula Australis,"4,371",* ksi UMa,55203,ξ UMa,Alula Australis,UMa,"Applied in recent times from their pre-Islamic Arabian name al-qafza al-ula, ""the First Leap"", and the Latin distinctions of ""northern"" and ""southern,"" respectively.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,169.5455495,31.5292889,3.79
Alula Borealis,"4,372",HR 4377,55219,ν UMa,Alula Borealis,UMa,"Applied in recent times from their pre-Islamic Arabian name al-qafza al-ula, ""the First Leap"", and the Latin distinctions of ""northern"" and ""southern,"" respectively.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,169.6197384,33.09430607,3.49
Ankaa,133,HR 99,2081,α  Phe,Ankaa,Phe,Applied in recent times from the modern Arabic constellation name al-'anqa' (a fabulous bird) for Phoenix.,Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,6.57104752,-42.30598719,2.38
Arneb,"1,887",HR 1865,25985,α Lep,Arneb,Lep,"Applied in recent times from the Arabic constellation name al-arnab ""the Hare"", for Lepus.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,83.18256716,-17.82228927,2.57
Aspidiske,"3,664",HR 3699,45556,ι Car,Aspidiske,Car,"Applied in recent times from the Greek word ἀσπιδίσκη, ""little shield"", used by Ptolemy in the Almagest in describing several stars in his constellation Argo, that were fixed to the ship for protection and decoration. Ptolemy's shields were in today's Puppis and Vela, but their identification was confused when Argo was divided into the modern Carina, Puppis, and Vela.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,139.2725286,-59.27523203,2.26
Atria,"6,260",HR 6217,82273,α TrA,Atria,TrA,"Contraction of Bayer designation A(lpha) Tri(anguli) A(ustralis). The name is listed as ""Alpha Tri. Aust."" in 1951 American Nautical Almanac, but listed as ""Atria"" in 1952 version and subsequent versions.",Latin,"""The American Nautical Almanac for the Year 1952"" (United States Naval Observatory, Washington D.C.).",2016/07/20,,,252.1662295,-69.02771185,1.88
Avior,"3,268",HR 3307,41037,ε Car,Avior,Car,Invented for The Air Almanac of the HM Nautical Almanac Office,English,"""A Personal History of H.M. Nautical Almanac Office: 30 October 1930-18 February 1972"" by Donald H. Sadler.  Edited by George A. Wilkins. Sidford, Devon, 2008. Copyright United Kingdom Hydrographic Office, 2008.",2016/07/20,,,125.6284802,-59.50948419,1.86
Chara,"4,789",HR 4785,61317,β CVn,Chara,CVn,"Applied in Early Modern times from the Greek word χαρά, ""joy"", that was used by Hevelius in 1690 to name the southern dog (marked by α and β CVn) in his new constellation Canes Vanatici.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,188.435601,41.35747815,4.25
Chertan,"4,356",HR 4359,54879,θ Leo,Chertan,Leo,"Applied in recent times from one spelling of the pre-Islamic Arabian lunar mansion name al-khurtan, ""the Two Small Ribs (at or near the breast),"" for δ and θ Leo. The more common and apparently correct spelling of the lunar mansion name is al-kharatan, of unknown meaning.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,168.5600236,15.42957109,3.35
Copernicus,"3,135",HR 3522,43587,55 Cnc,Copernicus,Cnc,"Nicolaus Copernicus or Mikolaj Kopernik (1473-1543) was a Polish astronomer who proposed the heliocentric model of the solar system in his book ""De revolutionibus orbium coelestium"".",Latin,2015 NameExoWorlds,2016/07/20,,,120.876614,28.3308208,5.96
Cor Caroli,"4,921",HR 4915,63125,α2 CVn,Cor Caroli,CVn,"The name first appeared in 1673 on the northern half of a pair of celestial hemispheres that accompanied a book called Astroscopium by the English cartographer Francis Lamb. He labelled the star Cor Caroli Regis Martyris, a reference to the fact that King Charles I was beheaded, or ‘martyred’, as Lamb loyally put it (Charles had declared himself ‘martyr of the people’ at his execution).",Latin,"Lamb, Francis (1673). Astroscopium, or, Two hemispheres containing all the northern and southern constellations projected upon the poles of the world : which (by the help of a movable horizon) are rendred serviceable in any latitude : the uses of which hemispheres are illustrated by variety of examples.",2016/07/20,,,194.00694,38.31837644,2.88
Cursa,"1,690",HR 1666,23875,β Eri,Cursa,Eri,"Applied in recent times from an abbreviation of the pre-Islamic Arabian asterism name kursiy al-jauza' al-muqaddam, ""the Foremost footstool of aljauza' [today's Orion],"" for λ, β and ψ Eri, and τ Ori.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,76.96239535,-5.086496984,2.79
Elnath,"1,826",HR 1791,25428,β Tau,Elnath,Tau,"From the pre-Islamic Arabian name al-naṭh, ""the Butting (with the horns),"" an alternative name for the 1st lunar mansion al-sharaṭān consisting of β and γ Ari (see β Ari). Some late Arabic authors also applied al-naṭh  as a star name to α Ari. In recent times the name, as “Nath,” was wrongly transferred to β Tau, and subsequently it was completed to “Elnath” (adding the Arabic definite article).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,81.57297133,28.60745172,1.65
Enif,"8,287",HR 8308,107315,ε Peg,Enif,Peg,"Applied in medieval times, evidently from the Arabic word anf, ""nose"" (Ptolemy had described this star on the horse's ""muzzle""). However, Arabic sources do not mention anf for ε Peg, only other terms, hence the ultimate origin of ""Enif"" remains uncertain.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,326.0464839,9.875008653,2.39
Furud,"2,275",HR 2282,30122,ζ CMa,Furud,CMa,"Ultimately from the Arabic word al-furud, ""the solitary ones"", used in an Arabic poet's allusion to anonymous ""solitary stars"" around some star hadari. The word was not intended as a name for specific stars as some later Arabic authors supposed. The attempted identity of the ""al-furud"" stars, like their companion hadari, was variously attributed to stars in today's Centaurus and Columba. The latter stars were included under Canis Maior in the Almagest, leading, in recent times, to the confused assignment of the erroneous ""Furud"".",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,95.07830017,-30.06336673,2.99
Gacrux,"4,770",HR 4763,61084,γ Cru,Gacrux,Cru,"Contraction of Gamma and Crux, appearing in the 1940s.",Contemporary,"""The Observer's Handbook (1947; Royal Astronomical Society of Canada), ""The Air Almanac 1953 May-August"" (United States Naval Observatory, Washington; Her Majesty's Stationery Office, London).",2016/07/20,,,187.7914984,-57.11321346,1.64
Gomeisa,"2,826",HR 2845,36188,β CMi,Gomeisa,CMi,"From the pre-Islamic Arabian surname al-ghumaisa', ""the Little Bleary-eyed One ('with a filthy fluid in the corner of the eye'),"" for α CMi. Wrongly transferred to β CMi in recent times. The original significance of the surname is unknown. Perhaps as an attempt to explain the significance of al-ghumaisa', as well as that of the surname al-<abur, ""the One Having Crossed Over [a river, etc.],"" for α CMa, an Arabic fable developed associating these and other equally enigmatic star names. According to one version of the  fable, al-ghumaisa and ai-'abur were sisters, and their brother was suhail (α Car). Suhail, in turn, was the suitor of al-jauza' (the feminine pre-Islamic Arabian figure in place of Orion). In coitus, suhail broke the spine of al-jauza', thus killing her, after which suhail fled south. He was followed by his sister al-'abur who ""crossed over"" the Milky Way (where the two stars now lie in the southern sky). Meanwhile suhail's second sister, al-ghumaisa, was left alone north of the Milky Way, weeping, until her ""eyes became bleary."" (The pre-Islamic Arabian name for α CMa was al-shi'ra, of unknown meaning. Apparently it was developed into a dualis form, al-shi'rayan, to accomodate both α CMa and α CMi, with the aforementioned ""surnames"" distinguishing the two.)",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,111.7876739,8.289315763,2.89
Hamal,660,HR 617,9884,α Ari,Hamal,Ari,"Applied in recent times from the Arabic constellation name, al-hamal, ""the Lamb"", for Aries. al-hamal seems to belong to those zodiacal constellation names already known in Arabic times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,31.7933571,23.46241755,2.01
Kaus Australis,"6,930",HR 6879,90185,ε Sgr,Kaus Australis,Sgr,"Arbitrarily applied in recent times, together with the Latin distinctions of ""middle,"" ""southern,"" and ""northern"" (for λ Sgr), from the pre-Islamic Arabian (and later Arabic) constellation name al-qaus, ""the Bow."" For the pre-Islamic Arabians, al-qaus was marked by the curved line of stars ξ2, o, π, d, ρ and u Sgr (corresponding to what in other cultures was Sagittarius among the zodiacal signs). The Arabics used the indigenous name for the Greeks' Archer, alternatively translated as al-rami.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,276.0429934,-34.38461649,1.81
Kaus Borealis,"6,957",HR 6913,90496,λ Sgr,Kaus Borealis,Sgr,"Arbitrarily applied in recent times, together with the Latin distinctions of ""middle,"" ""southern,"" and ""northern"" (for λ Sgr), from the pre-Islamic Arabian (and later Arabic) constellation name al-qaus, ""the Bow."" For the pre-Islamic Arabians, al-qaus was marked by the curved line of stars ξ2, o, π, d, ρ and u Sgr (corresponding to what in other cultures was Sagittarius among the zodiacal signs). The Arabics used the indigenous name for the Greeks' Archer, alternatively translated as al-rami.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,276.9926697,-25.4216985,2.81
Kaus Media,"6,902",HR 6859,89931,δ Sgr,Kaus Media,Sgr,"Arbitrarily applied in recent times, together with the Latin distinctions of ""middle,"" ""southern,"" and ""northern"" (for λ Sgr), from the pre-Islamic Arabian (and later Arabic) constellation name al-qaus, ""the Bow."" For the pre-Islamic Arabians, al-qaus was marked by the curved line of stars ξ2, o, π, d, ρ and u Sgr (corresponding to what in other cultures was Sagittarius among the zodiacal signs). The Arabics used the indigenous name for the Greeks' Archer, alternatively translated as al-rami.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,275.2485121,-29.82810226,2.668
Kochab,"5,529",HR 5563,72607,β UMi,Kochab,UMi,"Applied to β UMi in Early Modern times and of uncertam derivation. It is probably from one of the names Alrucaba, Rucaba, etc., that were first applied to θ UMa, then to α UMi, in medieval times. However, the name may also be from the Arabic word kaukab, or the Hebrew word kokhabh, both meaning ""star.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,222.6763575,74.15550394,2.08
Maia,"1,191",HR 1149,17573,20 Tau,Maia,Tau,"These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,56.45670065,24.36774377,3.87
Mebsuta,"2,478",HR 2473,32246,ε Gem,Mebsuta,Gem,"From an abbreviation of the pre-Islamic Arabian asterism name dhira' al-asad almabsuta, ""the Lion's Outstretched Paw,"" for one of the two pairs α/β Gem or α/β CMi. These pairs were assigned to the larger pre-Islamic Arabian asterism al-asad, but there is no unanimity in the Arabic sources as to which pair was the ""outstretched"" or ""folded"" paw. ""Mebsuta"" was arbitrarily applied as a star name to ε Gem in recent times. In its indigenous location stretching from parts of Gemini all the way into Virgo, the pre-Islamic Arabian al-asad, ""the Lion,"" corresponded to what in other cultures was Leo among the zodiacal signs. Subsequently the Arabs used the indigenous name for the smaller Greek Lion (Leo).",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,100.9830298,25.13112719,2.98
Meissa,"1,910",HR 1879,26207,λ Ori,Meissa,Ori,"From the pre-Islamic Arabian name al-maisan, for either γ or ξ Gem. The meaning of the name is uncertain. It may mean ""the Sparkling One,"" referring to a star, or ""the Proudly Marching One,"" referring to a person. Together, γ and ξ Gem composed the pre-Islamic Arabian 6th lunar mansion alhan'a. The nearby stars λ, ϕ1, and ϕ2 Ori composed the adjacent 5th lunar mansion al-haq'a. Due to confusion between these two parent lunar mansions in a late Arabic source, ""Meissa"" was wrongly applied to λ Ori (rather than to γ or ξ Gem) in recent times. ""Meissa"" (without n at the end) corresponds to pre-Islamic Arabian almaisa', a variant form of al-maisan.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,83.78448367,9.93415587,3.47
Menkalinan,"2,114",HR 2088,28360,β Aur,Menkalinan,Aur,"Applied in recent times from its Arabic name mankib dhi l-(inan, ""the Shoulder of the Reinholder"".",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,89.88217887,44.94743257,1.9
Merope,"1,199",HR 1156,17608,23 Tau,Merope,Tau,"These names were individually applied in Early Modern times from a family of characters in Greek mythology: Atlas, Pleione and their seven daughters, the Pleiades.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,56.58160786,23.94835894,4.18
Miaplacidus,"3,632",HR 3685,45238,β Car,Miaplacidus,Car,"Applied in recent times, and of unknown astronomical significance. The first element, Mia-, is unexplained. The second element is the Latin adjective placidus, meaning ""calm, gentle"" (here in the masculine form).",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,138.2999061,-69.7172076,1.69
Mimosa,"4,868",HR 4853,62434,β Cru,Mimosa,Cru,"Applied in recent times, and of unknown astronomical significance. It is from the Latin word mimus, ""an actor"", and is otherwise known as the genus name for certain tropical plants.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,191.9302866,-59.688772,1.25
Mintaka,"1,880",HR 1852,25930,δ Ori,Mintaka,Ori,"Applied in recent times from an abbreviation of the pre-Islamic Arabian (and Arabic) asterism name mintaqat al-jauza', ""the Belt (or Girdle) of al-jauza'"", for δ, ε, and ζ Ori.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,83.00166706,-0.29909511,2.41
Mirfak,"1,068",HR 1017,15863,α Per,Mirfak,Per,"Applied in recent times from an abbreviation of its pre-Islamic Arabian name mirfaq al-thurayya, ""the Elbow of the Pleiades,"" for its location in the pre-Islamic Arabian asterism here.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,51.08070872,49.86117929,1.79
Mirzam,"2,290",HR 2294,30324,β CMa,Mirzam,CMa,"Applied in recent times from its Arabic name al-mirzam, of unknown meaning. The Arabs also gave the name to β CMi, and sometimes to γ Ori. Each al-mirzam star preceded the rising of a brighter star (our Sirius, Procyon, and Betelgeuse, respectively), which probably connects to the unknown meaning.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,95.67493897,-17.95591871,1.97
Muscida,"3,330",HR 3323,41704,ο UMa,Muscida,UMa,"Almagestum 1515: ""illa quae est supra extremitatem Musciae"" - Bayer (1603) ""in naso, barbaris muscida."" - attributed to ""Barbarians""",Latin,"Ptolemaeus. (1515). Almagestū Cl[audii] Ptolemei Pheludiensis Alexandrini Astronomo[rum] principis : opus ingens ac nobile omnes celorū motus continens ... Liechtenstein, Petrus.",2016/07/20,,,127.5661257,60.71816822,3.42
Nihal,"1,847",HR 1829,25606,β Lep,Nihal,Lep,"Applied in recent times from the pre-Islamic Arabian asterism name al-nihal ""the Camels Beginning to Quench Their Thirst"" for α, β, γ and δ Lep.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,82.06134537,-20.75944389,2.84
Peacock,"7,796",HR 7790,100751,α Pav,Peacock,Pav,Invented for The Air Almanac of the HM Nautical Almanac Office,English,"""A Personal History of H.M. Nautical Almanac Office: 30 October 1930-18 February 1972"" by Donald H. Sadler.  Edited by George A. Wilkins. Sidford, Devon, 2008. Copyright United Kingdom Hydrographic Office, 2008.",2016/07/20,,,306.4119044,-56.73508973,1.918
Phact,"1,969",HR 1956,26634,α Col,Phact,Col,"Applied in recent times from the Arabic word fakhita, ""ring dove,"" used in connection with the constellation Cygnus in a Early Modern discussion of Arabic bird names.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,84.9122543,-34.07410972,2.65
Phecda,"4,557",HR 4554,58001,γ UMa,Phecda,UMa,"Applied in recent times from an abbreviation of its name for the Arabic Almagest period fakhidh al-dubb al-akbar, ""the Thigh of the Greater Bear.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,178.4576972,53.69475973,2.44
Porrima,"4,834",HR 4825,61941,γ Vir,Porrima,Vir,"The name of a Roman goddess, one of several mythological names mentioned in connection with the constellation Virgo. Applied as a star name in recent times.",Latin,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,190.4151176,-1.449403952,2.74
Propus,"2,227",HR 2216,29655,η Gem,Propus,Gem,"Applied in Early Modern times from the Greek word πρόπους, ""forward foot"", used by Ptolemy in the Almagest in describing this star.",Greek,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,93.71935536,22.50678733,3.28
Rasalhague,"6,587",HR 6556,86032,α Oph,Rasalhague,Oph,"Applied with various spellings since medieval times, from its name for the Arabic Almagest period ra's al-ḥawwa', ""the Head of the Serpent Collector.""",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,263.7336227,12.56003739,2.07
Rukbat,"7,365",HR 7348,95347,α Sgr,Rukbat,Sgr,"Applied in recent times from an abbreviation of its name for the Arabic Almagest period rukbat al-rami, ""the Archer's Knee"".",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,290.9715642,-40.6159372,3.943
Saiph,"2,028",HR 2004,27366,κ Ori,Saiph,Ori,"From an abbreviation of the Arabic asterism name saif al-jabbar, the Giant's Sword,"" for η, c, θ, and ι Ori. Wrongly applied as a star name to κ Ori in recent times.",Arabic,"Kunitzsch, Paul; Smart, Tim (2006). A Dictionary of Modern star Names: A Short Guide to 254 Star Names and Their Derivations (2nd rev. ed.). Cambridge, Massachusetts: Sky Pub.",2016/07/20,,,86.93912017,-9.669604919,2.06
